---TICK-TAG---
*START MEMORY*
UVs: 127, TOs: 0/0, ErrorsOrGF: 1, TTFF: 97
Fixes: 4656, Avg. TTF: 15 s, Avg. HDOP (x10): 13

count,timestamp,lat,lon
718,1646989770,47.74300,8.99897
719,1646989771,47.74300,8.99897
720,1646989772,47.74300,8.99897
721,1646989898,47.74286,8.99908
722,1646989899,47.74288,8.99907
723,1646989900,47.74290,8.99905
724,1646989901,47.74292,8.99903
725,1646989902,47.74293,8.99901
726,1646989903,47.74294,8.99900
727,1646989904,47.74295,8.99899
728,1646989905,47.74304,8.99895
729,1646989907,47.74303,8.99895
730,1646989908,47.74303,8.99894
731,1646989909,47.74303,8.99895
732,1646989910,47.74303,8.99895
733,1646989911,47.74303,8.99895
734,1646989912,47.74303,8.99895
735,1646989913,47.74303,8.99895
736,1646989914,47.74303,8.99895
737,1646989915,47.74303,8.99895
738,1646989916,47.74303,8.99894
739,1646989917,47.74303,8.99894
740,1646989918,47.74303,8.99895
741,1646990043,47.74292,8.99900
742,1646990044,47.74294,8.99899
743,1646990045,47.74294,8.99899
744,1646990046,47.74294,8.99899
745,1646990047,47.74293,8.99899
746,1646990048,47.74293,8.99898
747,1646990049,47.74302,8.99896
748,1646990051,47.74302,8.99896
749,1646990052,47.74302,8.99896
750,1646990053,47.74302,8.99895
751,1646990054,47.74302,8.99895
752,1646990055,47.74301,8.99895
753,1646990056,47.74301,8.99895
754,1646990057,47.74301,8.99895
755,1646990058,47.74300,8.99896
756,1646990059,47.74300,8.99896
757,1646990060,47.74300,8.99896
758,1646990061,47.74300,8.99896
759,1646990062,47.74300,8.99896
760,1646990063,47.74299,8.99896
761,1646990188,47.74311,8.99903
762,1646990189,47.74309,8.99903
763,1646990190,47.74309,8.99903
764,1646990191,47.74306,8.99904
765,1646990192,47.74306,8.99903
766,1646990193,47.74306,8.99902
767,1646990194,47.74307,8.99902
768,1646990195,47.74307,8.99902
769,1646990196,47.74307,8.99902
770,1646990197,47.74307,8.99903
771,1646990198,47.74307,8.99903
772,1646990199,47.74304,8.99903
773,1646990201,47.74304,8.99903
774,1646990202,47.74304,8.99903
775,1646990203,47.74304,8.99902
776,1646990204,47.74304,8.99902
777,1646990205,47.74304,8.99902
778,1646990206,47.74303,8.99902
779,1646990207,47.74303,8.99902
780,1646990208,47.74303,8.99902
781,1646990335,47.74314,8.99903
782,1646990336,47.74310,8.99900
783,1646990337,47.74311,8.99900
784,1646990338,47.74311,8.99900
785,1646990339,47.74312,8.99901
786,1646990340,47.74312,8.99901
787,1646990341,47.74312,8.99901
788,1646990342,47.74312,8.99902
789,1646990343,47.74302,8.99899
790,1646990345,47.74302,8.99900
791,1646990346,47.74303,8.99901
792,1646990347,47.74303,8.99901
